numero_processo;classe;assuntos;municipio;data_ajuizamento;data_ajuizamento_hora;ultima_atualizacao;ultima_atualizacao_hora;formato;codigo;orgao_julgador
00024053720208160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;11/09/2020;11:15:34;;;{'codigo': 1, 'nome': 'Eletrônico'};00024053720208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00047294520228160174;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Bocaiúva do Sul;12/07/2022;14:04:44;;;{'codigo': 1, 'nome': 'Eletrônico'};00047294520228160174;UNIÃO DA VITÓRIA - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00027962120228160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;06/09/2022;19:30:02;;;{'codigo': 1, 'nome': 'Eletrônico'};00027962120228160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00007148020238160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;27/02/2023;20:30:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00007148020238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009082220198160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;28/03/2019;00:48:09;;;{'codigo': 1, 'nome': 'Eletrônico'};00009082220198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00038320620198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;10/12/2019;17:30:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00038320620198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00001975120188160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;24/01/2018;14:46:12;;;{'codigo': 1, 'nome': 'Eletrônico'};00001975120188160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009637020198160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;30/03/2019;15:51:39;;;{'codigo': 1, 'nome': 'Eletrônico'};00009637020198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00002546420218160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;30/01/2021;12:00:37;;;{'codigo': 1, 'nome': 'Eletrônico'};00002546420218160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00019174220178160065;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;02/10/2017;11:09:23;;;{'codigo': 1, 'nome': 'Eletrônico'};00019174220178160065;CATANDUVAS - JUÍZO ÚNICO
00029172020208160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;05/11/2020;13:17:19;;;{'codigo': 1, 'nome': 'Eletrônico'};00029172020208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00025716920208160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;24/09/2020;11:00:07;;;{'codigo': 1, 'nome': 'Eletrônico'};00025716920208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00036920620188160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;14/11/2018;20:56:48;;;{'codigo': 1, 'nome': 'Eletrônico'};00036920620188160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00035150820198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;08/11/2019;09:45:48;;;{'codigo': 1, 'nome': 'Eletrônico'};00035150820198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00035169020198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;08/11/2019;10:12:32;;;{'codigo': 1, 'nome': 'Eletrônico'};00035169020198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00017462820208160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;18/06/2020;13:13:10;;;{'codigo': 1, 'nome': 'Eletrônico'};00017462820208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00020509020218160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;22/07/2021;16:00:03;;;{'codigo': 1, 'nome': 'Eletrônico'};00020509020218160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00018701120208160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;07/07/2020;15:39:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00018701120208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00034180820198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;04/11/2019;12:24:35;;;{'codigo': 1, 'nome': 'Eletrônico'};00034180820198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00004448420188160065;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;12/03/2018;20:08:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00004448420188160065;CATANDUVAS - JUÍZO ÚNICO
00018554220208160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;03/07/2020;19:44:16;;;{'codigo': 1, 'nome': 'Eletrônico'};00018554220208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009081120188160065;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;07/05/2018;12:20:39;;;{'codigo': 1, 'nome': 'Eletrônico'};00009081120188160065;CATANDUVAS - JUÍZO ÚNICO
00001552520168160065;Inquérito Policial;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;29/01/2016;12:32:18;;;{'codigo': 1, 'nome': 'Eletrônico'};00001552520168160065;CATANDUVAS - JUÍZO ÚNICO
00025018620198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;20/08/2019;10:46:32;;;{'codigo': 1, 'nome': 'Eletrônico'};00025018620198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00006224420198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;01/03/2019;13:42:07;;;{'codigo': 1, 'nome': 'Eletrônico'};00006224420198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00021727420198160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;23/07/2019;17:31:06;;;{'codigo': 1, 'nome': 'Eletrônico'};00021727420198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009409020208160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;17/03/2020;17:45:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00009409020208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00006718520198160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;08/03/2019;03:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00006718520198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00010433420198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;08/04/2019;15:11:06;;;{'codigo': 1, 'nome': 'Eletrônico'};00010433420198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00002554920218160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;30/01/2021;12:09:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00002554920218160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00007099720198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;12/03/2019;10:32:58;;;{'codigo': 1, 'nome': 'Eletrônico'};00007099720198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00003392120198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;06/02/2019;16:58:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00003392120198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00046448720158160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;15/09/2015;15:10:02;;;{'codigo': 1, 'nome': 'Eletrônico'};00046448720158160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00032276020198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;21/10/2019;10:56:29;;;{'codigo': 1, 'nome': 'Eletrônico'};00032276020198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00008631820198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;26/03/2019;12:14:37;;;{'codigo': 1, 'nome': 'Eletrônico'};00008631820198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00017020920208160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;11/06/2020;14:08:29;;;{'codigo': 1, 'nome': 'Eletrônico'};00017020920208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00022284420188160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;13/07/2018;13:00:32;;;{'codigo': 1, 'nome': 'Eletrônico'};00022284420188160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00034111620198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;02/11/2019;13:37:37;;;{'codigo': 1, 'nome': 'Eletrônico'};00034111620198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00002170820198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;26/01/2019;20:36:45;;;{'codigo': 1, 'nome': 'Eletrônico'};00002170820198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00020860620198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;15/07/2019;19:09:07;;;{'codigo': 1, 'nome': 'Eletrônico'};00020860620198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00004043420208160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;07/02/2020;16:27:33;;;{'codigo': 1, 'nome': 'Eletrônico'};00004043420208160065;CATANDUVAS - JUÍZO ÚNICO
00109525320188160174;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Bocaiúva do Sul;13/11/2018;10:11:28;;;{'codigo': 1, 'nome': 'Eletrônico'};00109525320188160174;UNIÃO DA VITÓRIA - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00008120720198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;21/03/2019;15:43:50;;;{'codigo': 1, 'nome': 'Eletrônico'};00008120720198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00033225620208160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;10/12/2020;21:28:30;;;{'codigo': 1, 'nome': 'Eletrônico'};00033225620208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00000267620198160174;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Bocaiúva do Sul;03/01/2019;14:53:08;;;{'codigo': 1, 'nome': 'Eletrônico'};00000267620198160174;UNIÃO DA VITÓRIA - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00006415020198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;01/03/2019;17:59:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00006415020198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00032033220198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;17/10/2019;14:16:52;;;{'codigo': 1, 'nome': 'Eletrônico'};00032033220198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00016862620188160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;29/05/2018;15:39:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00016862620188160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00012940720198160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;27/05/2019;18:00:17;;;{'codigo': 1, 'nome': 'Eletrônico'};00012940720198160065;CATANDUVAS - JUÍZO ÚNICO
00017419220198160065;Inquérito Policial;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;16/07/2019;15:10:49;;;{'codigo': 1, 'nome': 'Eletrônico'};00017419220198160065;CATANDUVAS - JUÍZO ÚNICO
00031851120198160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;16/10/2019;17:09:05;;;{'codigo': 1, 'nome': 'Eletrônico'};00031851120198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00022654720138160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;30/07/2013;12:32:40;;;{'codigo': 1, 'nome': 'Eletrônico'};00022654720138160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009798620138160065;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;14/06/2013;12:49:29;;;{'codigo': 1, 'nome': 'Eletrônico'};00009798620138160065;CATANDUVAS - JUÍZO ÚNICO
00023237420188160147;Termo Circunstanciado;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;20/07/2018;16:36:49;;;{'codigo': 1, 'nome': 'Eletrônico'};00023237420188160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00022300320178160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;14/11/2017;00:21:06;;;{'codigo': 1, 'nome': 'Eletrônico'};00022300320178160065;CATANDUVAS - JUÍZO ÚNICO
00003427320198160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;07/02/2019;10:17:18;;;{'codigo': 1, 'nome': 'Eletrônico'};00003427320198160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00008611420208160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;12/03/2020;18:24:42;;;{'codigo': 1, 'nome': 'Eletrônico'};00008611420208160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00006671420208160147;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;21/02/2020;16:37:27;;;{'codigo': 1, 'nome': 'Eletrônico'};00006671420208160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00024377620198160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;13/08/2019;12:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00024377620198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00024526320208160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;27/10/2020;18:00:25;;;{'codigo': 1, 'nome': 'Eletrônico'};00024526320208160065;CATANDUVAS - JUÍZO ÚNICO
00004345120198160147;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;14/02/2019;13:28:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00004345120198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00007854220208160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;24/03/2020;14:30:24;;;{'codigo': 1, 'nome': 'Eletrônico'};00007854220208160065;CATANDUVAS - JUÍZO ÚNICO
00001473820228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;31/01/2022;10:45:54;;;{'codigo': 1, 'nome': 'Eletrônico'};00001473820228160065;CATANDUVAS - JUÍZO ÚNICO
00025880820208160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;25/09/2020;08:30:04;;;{'codigo': 1, 'nome': 'Eletrônico'};00025880820208160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00028176520208160147;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Rio Branco do Sul;21/10/2020;17:00:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00028176520208160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00015369720188160065;Inquérito Policial;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;01/08/2018;14:46:59;;;{'codigo': 1, 'nome': 'Eletrônico'};00015369720188160065;CATANDUVAS - JUÍZO ÚNICO
00022277720198160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;05/09/2019;15:01:07;;;{'codigo': 1, 'nome': 'Eletrônico'};00022277720198160065;CATANDUVAS - JUÍZO ÚNICO
00003376920208160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;30/01/2020;18:00:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00003376920208160065;CATANDUVAS - JUÍZO ÚNICO
00007932420178160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;19/04/2017;17:59:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00007932420178160065;CATANDUVAS - JUÍZO ÚNICO
00028850420198160065;Carta Precatória Criminal;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;04/11/2019;18:00:34;;;{'codigo': 1, 'nome': 'Eletrônico'};00028850420198160065;CATANDUVAS - JUÍZO ÚNICO
00008411220198160065;Inquérito Policial;Crimes contra o Meio Ambiente e o Patrimônio Genético;Cerro Azul;05/04/2019;12:31:13;;;{'codigo': 1, 'nome': 'Eletrônico'};00008411220198160065;CATANDUVAS - JUÍZO ÚNICO
00002833020258160065;Representação Criminal/Notícia de Crime;Poluição;Cerro Azul;07/02/2025;17:27:06;;;{'codigo': 1, 'nome': 'Eletrônico'};00002833020258160065;CATANDUVAS - JUÍZO ÚNICO
00007222320248160147;Ação Penal - Procedimento Sumaríssimo;Poluição;Rio Branco do Sul;08/03/2024;10:15:08;;;{'codigo': 1, 'nome': 'Eletrônico'};00007222320248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00019046720228160065;Cumprimento de sentença;Poluição;Cerro Azul;15/12/2022;17:18:33;;;{'codigo': 1, 'nome': 'Eletrônico'};00019046720228160065;CATANDUVAS - JUÍZO ÚNICO
00007739120218160065;Ação Penal - Procedimento Ordinário;Poluição;Cerro Azul;07/06/2021;18:00:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00007739120218160065;CATANDUVAS - JUÍZO ÚNICO
00003826820238160065;Ação Civil Pública;Poluição;Cerro Azul;08/03/2023;16:49:41;;;{'codigo': 1, 'nome': 'Eletrônico'};00003826820238160065;CATANDUVAS - JUÍZO ÚNICO
00034146320228160147;Termo Circunstanciado;Poluição;Rio Branco do Sul;15/11/2022;08:48:13;;;{'codigo': 1, 'nome': 'Eletrônico'};00034146320228160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00032638120248160065;Ação Penal - Procedimento Ordinário;Poluição;Cerro Azul;19/12/2024;15:22:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00032638120248160065;CATANDUVAS - JUÍZO ÚNICO
00001426620198160147;Ação Penal - Procedimento Ordinário;Poluição;Rio Branco do Sul;21/01/2019;13:46:31;;;{'codigo': 1, 'nome': 'Eletrônico'};00001426620198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00011209020228160065;Ação Civil Pública;Poluição;Cerro Azul;27/07/2022;18:55:59;;;{'codigo': 1, 'nome': 'Eletrônico'};00011209020228160065;CATANDUVAS - JUÍZO ÚNICO
00011442120228160065;Ação Civil Pública;Poluição;Cerro Azul;02/08/2022;16:43:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00011442120228160065;CATANDUVAS - JUÍZO ÚNICO
00011242220158160147;Crimes Ambientais;Poluição;Rio Branco do Sul;10/03/2015;16:45:47;;;{'codigo': 1, 'nome': 'Eletrônico'};00011242220158160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00022066220238160065;Procedimento Investigatório Criminal (PIC-MP) ;Poluição;Cerro Azul;10/10/2023;11:35:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00022066220238160065;CATANDUVAS - JUÍZO ÚNICO
00000324320148160147;Ação Penal - Procedimento Ordinário;Poluição;Rio Branco do Sul;07/01/2014;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00000324320148160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00009693220198160065;Ação Popular;Poluição;Cerro Azul;22/04/2019;10:34:31;;;{'codigo': 1, 'nome': 'Eletrônico'};00009693220198160065;CATANDUVAS - JUÍZO ÚNICO
00025703420238160065;Procedimento Investigatório Criminal (PIC-MP) ;Poluição;Cerro Azul;28/11/2023;13:25:25;;;{'codigo': 1, 'nome': 'Eletrônico'};00025703420238160065;CATANDUVAS - JUÍZO ÚNICO
00000184920208160147;Ação Penal - Procedimento Sumaríssimo;Poluição;Rio Branco do Sul;07/01/2020;15:33:28;;;{'codigo': 1, 'nome': 'Eletrônico'};00000184920208160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00026076120238160065;Termo Circunstanciado;Poluição;Cerro Azul;30/11/2023;15:43:56;;;{'codigo': 1, 'nome': 'Eletrônico'};00026076120238160065;CATANDUVAS - JUÍZO ÚNICO
00014000920228160147;Termo Circunstanciado;Poluição;Rio Branco do Sul;04/05/2022;09:24:40;;;{'codigo': 1, 'nome': 'Eletrônico'};00014000920228160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00004265320248160065;Termo Circunstanciado;Poluição;Cerro Azul;20/02/2024;15:40:35;;;{'codigo': 1, 'nome': 'Eletrônico'};00004265320248160065;CATANDUVAS - JUÍZO ÚNICO
00012103820178160174;Crimes Ambientais;Poluição;Bocaiúva do Sul;09/02/2017;17:01:11;;;{'codigo': 1, 'nome': 'Eletrônico'};00012103820178160174;UNIÃO DA VITÓRIA - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00022892620238160147;Termo Circunstanciado;Poluição;Rio Branco do Sul;20/07/2023;11:06:18;;;{'codigo': 1, 'nome': 'Eletrônico'};00022892620238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00028781820238160147;Termo Circunstanciado;Poluição;Rio Branco do Sul;29/08/2023;13:07:17;;;{'codigo': 1, 'nome': 'Eletrônico'};00028781820238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00016114520228160147;Termo Circunstanciado;Poluição;Rio Branco do Sul;20/05/2022;09:49:40;;;{'codigo': 1, 'nome': 'Eletrônico'};00016114520228160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
