numero_processo;classe;assuntos;municipio;data_ajuizamento;data_ajuizamento_hora;ultima_atualizacao;ultima_atualizacao_hora;formato;codigo;orgao_julgador
00003843820238160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;08/03/2023;19:40:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00003843820238160065;CATANDUVAS - JUÍZO ÚNICO
00026881020238160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;11/12/2023;17:32:43;;;{'codigo': 1, 'nome': 'Eletrônico'};00026881020238160065;CATANDUVAS - JUÍZO ÚNICO
00009098820218160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;02/07/2021;14:50:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00009098820218160065;CATANDUVAS - JUÍZO ÚNICO
00013910220228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;16/09/2022;17:19:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00013910220228160065;CATANDUVAS - JUÍZO ÚNICO
00019315020228160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;24/12/2022;17:45:41;;;{'codigo': 1, 'nome': 'Eletrônico'};00019315020228160065;CATANDUVAS - JUÍZO ÚNICO
00014912020238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;31/07/2023;15:11:43;;;{'codigo': 1, 'nome': 'Eletrônico'};00014912020238160065;CATANDUVAS - JUÍZO ÚNICO
00009387020238160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;23/05/2023;12:16:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00009387020238160065;CATANDUVAS - JUÍZO ÚNICO
00008467920198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;17:04:58;;;{'codigo': 1, 'nome': 'Eletrônico'};00008467920198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00000934820178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;16:07:58;;;{'codigo': 1, 'nome': 'Eletrônico'};00000934820178160065;CATANDUVAS - JUÍZO ÚNICO
00002683220238160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;24/02/2023;15:39:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00002683220238160065;CATANDUVAS - JUÍZO ÚNICO
00008203620198160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;05/04/2019;09:55:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00008203620198160065;CATANDUVAS - JUÍZO ÚNICO
00008554120198160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;18:07:05;;;{'codigo': 1, 'nome': 'Eletrônico'};00008554120198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00008597820198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;18:30:24;;;{'codigo': 1, 'nome': 'Eletrônico'};00008597820198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00003231220258160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;11/02/2025;19:05:37;;;{'codigo': 1, 'nome': 'Eletrônico'};00003231220258160065;CATANDUVAS - JUÍZO ÚNICO
00011324120218160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;12/08/2021;12:05:34;;;{'codigo': 1, 'nome': 'Eletrônico'};00011324120218160065;CATANDUVAS - JUÍZO ÚNICO
00016863920228160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;03/11/2022;17:58:18;;;{'codigo': 1, 'nome': 'Eletrônico'};00016863920228160065;CATANDUVAS - JUÍZO ÚNICO
00001090220178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;18:42:15;;;{'codigo': 1, 'nome': 'Eletrônico'};00001090220178160065;CATANDUVAS - JUÍZO ÚNICO
00010309320238160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;28/03/2023;16:14:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00010309320238160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00030459820248160147;Termo Circunstanciado;Crimes contra a Flora;Rio Branco do Sul;25/09/2024;15:37:49;;;{'codigo': 1, 'nome': 'Eletrônico'};00030459820248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00032535320228160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Rio Branco do Sul;26/10/2022;14:19:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00032535320228160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00020299820238160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;20/09/2023;19:38:35;;;{'codigo': 1, 'nome': 'Eletrônico'};00020299820238160065;CATANDUVAS - JUÍZO ÚNICO
00003920220198160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;08/02/2019;15:51:16;;;{'codigo': 1, 'nome': 'Eletrônico'};00003920220198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00017646220248160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;30/07/2024;10:01:07;;;{'codigo': 1, 'nome': 'Eletrônico'};00017646220248160065;CATANDUVAS - JUÍZO ÚNICO
00033766120168160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;17/10/2016;10:20:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00033766120168160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00003764820198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;08/02/2019;14:01:32;;;{'codigo': 1, 'nome': 'Eletrônico'};00003764820198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00033757620168160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;17/10/2016;09:58:44;;;{'codigo': 1, 'nome': 'Eletrônico'};00033757620168160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00006548320188160147;Crimes Ambientais;Crimes contra a Flora;Rio Branco do Sul;06/03/2018;16:41:19;;;{'codigo': 1, 'nome': 'Eletrônico'};00006548320188160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00012945220198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;29/04/2019;19:19:42;;;{'codigo': 1, 'nome': 'Eletrônico'};00012945220198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00010649120218160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;28/07/2021;17:42:23;;;{'codigo': 1, 'nome': 'Eletrônico'};00010649120218160065;CATANDUVAS - JUÍZO ÚNICO
00020333820238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;21/09/2023;13:32:39;;;{'codigo': 1, 'nome': 'Eletrônico'};00020333820238160065;CATANDUVAS - JUÍZO ÚNICO
00006124720228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;26/04/2022;13:48:31;;;{'codigo': 1, 'nome': 'Eletrônico'};00006124720228160065;CATANDUVAS - JUÍZO ÚNICO
00006428220228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;02/05/2022;14:14:35;;;{'codigo': 1, 'nome': 'Eletrônico'};00006428220228160065;CATANDUVAS - JUÍZO ÚNICO
00012368320188160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;20/04/2018;14:15:36;;;{'codigo': 1, 'nome': 'Eletrônico'};00012368320188160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00036133720128160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;03/09/2012;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00036133720128160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00035951620128160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;03/09/2012;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00035951620128160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00007126220138160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Rio Branco do Sul;18/03/2013;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00007126220138160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00004316120138160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Cerro Azul;19/03/2013;16:30:24;;;{'codigo': 1, 'nome': 'Eletrônico'};00004316120138160065;CATANDUVAS - JUÍZO ÚNICO
00004333120138160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Cerro Azul;19/03/2013;16:47:29;;;{'codigo': 1, 'nome': 'Eletrônico'};00004333120138160065;CATANDUVAS - JUÍZO ÚNICO
00004341620138160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Cerro Azul;19/03/2013;16:57:19;;;{'codigo': 1, 'nome': 'Eletrônico'};00004341620138160065;CATANDUVAS - JUÍZO ÚNICO
00013211120148160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;14/03/2014;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00013211120148160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00013202620148160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;14/03/2014;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00013202620148160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00014388320168160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;30/06/2016;15:43:08;;;{'codigo': 1, 'nome': 'Eletrônico'};00014388320168160065;CATANDUVAS - JUÍZO ÚNICO
00022253120148160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;28/04/2014;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00022253120148160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00022236120148160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;28/04/2014;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00022236120148160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00009987720228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;07/07/2022;12:12:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00009987720228160065;CATANDUVAS - JUÍZO ÚNICO
00017850920228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;25/11/2022;11:29:11;;;{'codigo': 1, 'nome': 'Eletrônico'};00017850920228160065;CATANDUVAS - JUÍZO ÚNICO
00024983920168160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;28/07/2016;18:56:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00024983920168160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00001519620178160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;19/01/2017;15:19:02;;;{'codigo': 1, 'nome': 'Eletrônico'};00001519620178160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00000960320178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;16:37:41;;;{'codigo': 1, 'nome': 'Eletrônico'};00000960320178160065;CATANDUVAS - JUÍZO ÚNICO
00032264620178160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;09/10/2017;17:28:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00032264620178160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00024007220178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;01/12/2017;17:49:17;;;{'codigo': 1, 'nome': 'Eletrônico'};00024007220178160065;CATANDUVAS - JUÍZO ÚNICO
00021351820178160147;Crimes Ambientais;Crimes contra a Flora;Rio Branco do Sul;06/07/2017;16:06:49;;;{'codigo': 1, 'nome': 'Eletrônico'};00021351820178160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00024426920178160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;03/08/2017;13:54:17;;;{'codigo': 1, 'nome': 'Eletrônico'};00024426920178160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00046879220138160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;17/12/2013;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00046879220138160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00022045520148160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;28/04/2014;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00022045520148160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00030876520158160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;16/06/2015;13:25:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00030876520158160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00000777120198160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;15/01/2019;14:10:27;;;{'codigo': 1, 'nome': 'Eletrônico'};00000777120198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00035986820128160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;03/09/2012;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00035986820128160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00027132320238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;13/12/2023;11:50:02;;;{'codigo': 1, 'nome': 'Eletrônico'};00027132320238160065;CATANDUVAS - JUÍZO ÚNICO
00019804420198160147;Termo Circunstanciado;Crimes contra a Flora;Rio Branco do Sul;04/07/2019;18:17:12;;;{'codigo': 1, 'nome': 'Eletrônico'};00019804420198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00008484920198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;17:26:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00008484920198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
